qid	year	label	no	content_verbatim	content_fixed	choice_a	choice_b	choice_c	choice_d	answer	chapter	attachment_link	mixed_choices
GaZlJnK1	2021	2.20	41	Certains avions sont équipés d’aérofreins qui ont pour but de modifier les coefficients Cx (trainée) et Cz (portance). Préciser leurs effets :		augmenter le Cx et le Cz	diminuer le Cx et le Cz	augmenter le Cx et diminuer le Cz	diminuer le Cx et augmenter le Cz	2	2.1.		True
DphQwbQA	2021	2.21	42	Sur le profil d’aile ci-dessous, l’intrados est représenté par la lettre :		A	B	C	D	3	2.1.	https://firebasestorage.googleapis.com/v0/b/bia-af.appspot.com/o/questions%2FCeQJcZSAZKmOSJGFCxuU?alt=media&token=72f424c7-026e-4232-9c6c-1beabb6ef91a	False
S9dVkcuQ	2021	2.22	43	La photo ci-dessous indique :		un virage à droite qui nécessite une action sur le palonnier droit	un virage à droite qui nécessite une action sur le palonnier gauche	un virage à droite symétrique, qui ne nécessite pas d’action sur le palonnier	un virage à gauche symétrique, qui ne nécessite pas d’action sur le palonnier	0	2.2.	https://firebasestorage.googleapis.com/v0/b/bia-af.appspot.com/o/questions%2FHjh4z7zG1oQCBv3etFQS?alt=media&token=02e36698-08be-411b-a54e-a3e5cd8e3890	True
DEh0hR9Z	2021	3.1	44	Quel est le nom de cet avion ?		Alpha jet	Mirage IV	Ouragan	Fouga Magister	3	1.1.	https://firebasestorage.googleapis.com/v0/b/bia-af.appspot.com/o/questions%2FOJmye52YnAGJP1ADvp6a?alt=media&token=8d3e69c2-2fd8-4fe6-9365-5107b46fa490	True
UiM1ZcoY	2021	3.2	45	Cet avion est un :		aérodyne	aérostat	moto-planeur	ULM	0	1.1.	https://firebasestorage.googleapis.com/v0/b/bia-af.appspot.com/o/questions%2FWyGWbIntZ2XSMKxY8WD2?alt=media&token=8bce7823-2c26-4a09-a693-56ec6b11fa59	True
Q4AuGRjr	2021	3.3	46	Sur cet avion, l’empennage est dit :		canard	papillon	en L	cruciforme	1	1.1.	https://firebasestorage.googleapis.com/v0/b/bia-af.appspot.com/o/questions%2Fa8GUQrsmIDvy8lSQiGmi?alt=media&token=b73e8999-f5cc-4d5e-9957-638efaa94768	True
wdggyHPp	2021	3.4	47	Cet avion possède une aile :		basse	médiane	haute	centrale	1	1.1.	https://firebasestorage.googleapis.com/v0/b/bia-af.appspot.com/o/questions%2FvEuvyOD2MUQj6043LvKI?alt=media&token=885c74c4-1ae8-4436-b7b3-fb6ceb00f69c	True
KCS0r58d	2021	3.5	48	Le train d’atterrissage est :		classique	tricycle	fixe	amovible	1	1.1.	https://firebasestorage.googleapis.com/v0/b/bia-af.appspot.com/o/questions%2FDgNm1CGrAjWeJvwLXZNa?alt=media&token=a6ce7311-5425-407f-8314-f29af2d8c968	True
vihzoxoY	2021	3.6	49	Cet avion est biplace. En examinant la photo 2, quelle est la configuration des places des pilotes ?		en côte à côte	en tandem	en push-pull	vis-à-vis	1			
K7djdFsw	2021	3.7	50	Le dièdre de cet avion est :		positif	négatif	nul	double	2	1.1.	https://firebasestorage.googleapis.com/v0/b/bia-af.appspot.com/o/questions%2FKIFPLDQ9MBRAQSs1rbRn?alt=media&token=74ca0226-d1e2-46ec-9fb3-75a51ed82437	True
PFX7roLM	2021	3.8	51	Sur le schéma, en vue de dessus, quelle désignation est correcte ?		A = bord d’attaque et B= bord de fuite	A = bord d’attaque et C = bord de fuite	D = bord d’attaque et A = bord de fuite	D = bord d’attaque et B = bord de fuite	0	1.1.	https://firebasestorage.googleapis.com/v0/b/bia-af.appspot.com/o/questions%2FFJytUsvK82vGB2Hyx33I?alt=media&token=3503a984-dc3c-4846-9e6e-ada9cf969b99	True
RKnOFNHN	2021	3.9	52	Quel est le type d’aile de cet avion ?		Delta	Gothique	Elliptique	En flèche	3	1.1.	https://firebasestorage.googleapis.com/v0/b/bia-af.appspot.com/o/questions%2FZS88ckz9em7HbHAH9hd8?alt=media&token=0673449d-39a7-4946-8d0c-d5499603ddf7	True
SlzDYe9w	2021	3.10	53	Sur la photo 1, la flèche indique, en vol normal :		extrados, siège d’une dépression en vol	intrados, siège d’une surpression en vol	extrados, siège d’une surpression en vol	intrados, siège d’une dépression en vol	0	1.1.	https://firebasestorage.googleapis.com/v0/b/bia-af.appspot.com/o/questions%2FbLZkZUI9IK31g9cIn4FM?alt=media&token=76a3cda2-dbde-4a25-9b97-ab0a34394e04	True
gj4FpTZQ	2021	3.11	54	Examiner les instruments de l’avion dont il est question dans cette partie. Quel instrument correspond à l’indicateur de virage ?		A	B	C	D	3	1.1.	https://firebasestorage.googleapis.com/v0/b/bia-af.appspot.com/o/questions%2FmlcFjffy2N4Fz3kmac0u?alt=media&token=8b605c93-5478-47ed-af6a-4cc1e3d97b4b	False
JVVyyUFT	2021	3.12	55	Parmi les instruments de bord suivants, lequel fonctionne en utilisant la variation de pression statique ?		l’altimètre	’horizon artificiel	le conservateur de cap	le compas	0	1.2.		True
YoG25obM	2021	3.13	56	Le Badin mesure :		l’altitude	le cap	la vitesse	la pression atmosphérique	2	1.2.		True
85dyY6lx	2021	3.14	57	Lorsque le pilote incline le manche de gauche à droite, l’avion pivote autour de son axe de :		roulis	tangage	lacet	portance	0	1.1.		True
de9ZMsUY	2021	3.15	58	Lorsque le pilote incline le manche à droite :		les ailerons se lèvent	les ailerons de baissent	l’aileron droit se lève et l’aileron gauche se baisse	l’aileron gauche se lève et l’aileron droit se baisse	2			
moRX5kyZ	2021	3.16	59	Les réservoirs de carburant situés en bout d’aile provoquent sur la structure de l’aile d’un avion au sol des contraintes :		de torsion	de flexion	nulles	de contraction	1			
mcFZad8u	2021	3.17	60	Sur ce type d’avion, la visite prévol est :		non obligatoire car c’est un ancien avion militaire	obligatoire comme sur tous les avions	facultatif dans le cas où cet avion militaire est déclassé	obligatoire car c’est un avion de collection	1	1.1.	https://firebasestorage.googleapis.com/v0/b/bia-af.appspot.com/o/questions%2FPzw6zVgAySaqMz5diXy8?alt=media&token=4792ff34-c1dd-47b5-bcc4-de21fbbe4abe	True
TD4veuTm	2021	3.18	61	Sur la photo 3, comment s’appellent les dispositifs indiqués par les flèches blanches ?		les aérofreins	les ailerons	les volets	les becs	2	1.1.	https://firebasestorage.googleapis.com/v0/b/bia-af.appspot.com/o/questions%2FzsW39488WCZLJf2S5VMg?alt=media&token=d8d199a3-ac38-4e3d-8306-f3900778d5b4	True
Mlqo5uXH	2021	3.19	62	Cet avion est propulsé par 2 turboréacteurs, lesquels sont chacun constitués de :		tuyère et bielle	turbine et vilebrequin	chambre de combustion et piston	tuyère et turbine	3	1.3.	https://firebasestorage.googleapis.com/v0/b/bia-af.appspot.com/o/questions%2FREUOdMziQZQBrrNyXhqk?alt=media&token=7bf9d625-fa55-4b1f-8e95-d71200a3e0f8	True
rt1ltS8y	2021	3.20	63	Un aéromodéliste a construit une maquette volante à l’échelle ¼ de cet avion. Quelle est l’envergure de ce modèle réduit ?	L'envergure de cet avion est de 11,3 m. Un aéromodéliste a construit une maquette volante à l’échelle 1⁄4 de cet avion. Quelle est l’envergure de ce modèle réduit ?	2m11	2m22	2m825	3m25	2	1.1.	https://firebasestorage.googleapis.com/v0/b/bia-af.appspot.com/o/questions%2FZU65DRTKCGvhdVuV3Vyr?alt=media&token=e6836a37-e146-4114-8a21-a96fb18bae23	True
oFwCXgbo	2021	3.21	64	En avion, l’action qui permet une rotation autour de l'axe de tangage est :		un déplacement en avant ou en arrière du manche	un déplacement latéral du manche	une poussée à gauche ou à droite sur les palonniers	un déplacement latéral du manche et simultanément une poussée des palonniers	0	1.1.		True
UW8ZBuXs	2021	3.22	65	Un autogire :		est un petit hélicoptère	est un drone	peut décoller verticalement et effectuer un vol stationnaire	est équipé d’une hélice entraînée par le moteur et d’un rotor entraîné par le vent relatif	3	1.1.		True
PBnRTtBA	2021	4.1	66	Lorsqu’un numéro de piste est entouré sur une carte VAC, il s’agit :		de la piste à utiliser en cas de vent nul ou faible	du point bas d’une piste en pente	du point haut d’une piste en pente	de prévenir d’un obstacle en entrée de piste	0	4.1.		True
DiOftPJk	2021	4.2	67	Un tour de piste à main gauche signifie :		que l’avion doit se poser sur la partie gauche de la piste	que le pilote doit piloter avec la main gauche pour des raisons de sécurité	que le pilote effectue le dernier virage avec la piste à sa gauche	que la manche à air est à gauche de la piste	2	4.1.		True
8sd3XDwx	2021	4.3	68	A quelles catégories appartiennent ces deux ULM ?		1 : Avion – 2 : Autogyre	1 : Avion – 2 : Hélicoptère	1 : Multiaxes – 2 : Autogyre	1 : Multiaxes – 2 : Hélicoptère	3	4.1.	https://firebasestorage.googleapis.com/v0/b/bia-af.appspot.com/o/questions%2F8iUEYdIrZQaagIVlUhyk?alt=media&token=13a058c5-363f-4d01-9ac1-60736a12249a	True
xrcUCcqS	2021	4.4	69	Les appareils faisant route opposée. Compte tenu des calages et altitudes affichées, la collision est :		impossible, 2 est forcément plus haut que 1	impossible, 1 est forcément plus haut que 2	possible	dépendante du calage	2			
IWCryiZo	2021	4.5	70	Pour afficher leur altitude par rapport au niveau moyen de la mer, les pilotes doivent afficher sur leur altimètre un calage :		QNH	QFE	AMSL	1013	0			
634NWGjR	2021	4.6	71	Le contrôleur transmet le QNH de 1000 hPa par radio aux deux pilotes qui règlent leurs altimètres à cette valeur. Ceux-ci affichent alors :		1300 ft chacun	1000 ft chacun	altimètre 1 : 1300 ft – Altimètre 2 : 1000 ft	altimètre 1 : 1000 ft – Altimètre 2 : 1300 ft	1			
XCi7T1rn	2021	4.7	72	Compte tenu des règles de priorité, quelle manœuvre doivent réaliser chaque pilote pour éviter un accident ?	Compte tenu des règles de priorité, si deux avions font routes opposées, quelle manœuvre doivent réaliser chaque pilote pour éviter un accident ?	chacun vire à gauche	chacun vire à droite	1 tourne à gauche et 2 tourne à droite	1 tourne à droite et 2 tourne à gauche	1	4.1.		True
AQQoFjaR	2021	4.8	73	Le calage de 1000 hPa étant affiché sur les deux appareils, 1 se rapproche d’une masse d’air froide tandis que 2 se rapproche d’une masse d’air chaude. A altitude indiquée constante, comment va évoluer l’altitude réelle des deux appareils ?	Le calage de 1000 hPa étant affiché sur deux appareils, l'appareil 1 se rapproche d’une masse d’air froide tandis que l'appareil 2 se rapproche d’une masse d’air chaude. A altitude indiquée constante, comment va évoluer l’altitude réelle des deux appareils ?	l’altitude réelle de 1 diminue et l’altitude réelle de 2 augmente	l’altitude réelle de 1 augmente et l’altitude réelle de 2 diminue	les altitudes réelles de 1 et 2 restent constantes	les deux altitudes réelles évoluent de la même manière	0	4.1.		True
IZ99bcrd	2021	4.9	74	La hauteur minimale de survol d’une ville dont la largeur est comprise entre 1 200 m et 3 600 m est :		fonction de la météo	fixée à 300 m (~1 000 ft)	fixée à 500 m (~1 700 ft)	fixée à 1 000 m (~3 300 ft)	3	4.1.		True
rXeoSA7t	2021	4.10	75	Une carte Lambert est :		une projection plane	une projection conique	une projection cylindrique	une projection elliptique	1			
V8zH3IjN	2021	4.11	76	Un DME affichera la distance entre la station et l’avion correspondant à :		l’arc DME	la distance sol	l’altitude et la distance sol	la distance oblique qui les sépare	3			
KyPdoGKR	2021	4.12	77	En arrivant à la verticale de BriareChatillon, en tenant compte de la carte VAC ci-contre et de votre préparation de vol sachant qu’il y a un vent du nord :		vous intégrez le circuit de piste main droite pour une finale en piste 13	vous intégrez le circuit de piste main droite pour une finale en piste 31	vous intégrez le circuit de piste main gauche pour une finale en piste 13	vous intégrez le circuit de piste main gauche pour une finale en piste 31	1	4.3.	https://firebasestorage.googleapis.com/v0/b/bia-af.appspot.com/o/questions%2FCPoSdsRsWuFYXechPeAo?alt=media&token=fc99a68e-a32a-4dca-ab5e-708dfbf5c248	True
YMeL0i3P	2021	4.13	78	Afin de respecter la procédure d’atterrissage, vous adoptez comme altitude dans votre circuit de piste :		1500 ft QNH	1500 ft QFE	1000 ft QNH	1500 ft calage 1013,25 hPa	0	4.3.	https://firebasestorage.googleapis.com/v0/b/bia-af.appspot.com/o/questions%2Ful73tztDE650YmZobOCs?alt=media&token=e3488beb-a8bd-405c-8812-ab8997ada9d8	True
UYyqEk3v	2021	4.14	79	Lors d’une conduite en vol de nuit vous apercevez des feux avec le vert à gauche et le rouge à droite. L’avion que je rencontre :		se déplace vers la droite	se déplace vers la gauche	se déplace dans le même sens que moi	se déplace vers moi	3	4.3.		True
DTFYuqhh	2021	4.15	80	Sur tous les aérodromes ouverts à la circulation aérienne publique (CAP), la réglementation impose la présence :		du numéro de la piste en service sur la tour de contrôle	d'une manche à air	d'un hangar pour héberger les avions de passage	d'un T indiquant la piste en service	1			
HroNd6MN	2021	4.16	81	Les espaces aériens de classe A :		sont autorisés aux vols VFR	sont interdis aux vols IFR	sont autorisés aux vols VFR et IFR	sont interdis aux vols VFR	3	4.1.		True
hvuQUlo7	2021	4.17	82	Le vol VFR est interdit au-dessus du niveau :		195	205	255	305	0	4.1.		True
1C7pusNH	2021	4.18	83	L’hypoxie est due :		à une trop forte quantité d’oxygène	à une trop faible quantité d’oxygène	à un manque de glucide dans l’organisme	à un surplus de glucide dans l’organisme	1	4.2.		True
xXmarZKV	2021	4.19	84	"Sur la carte VAC d'un aérodrome, il est écrit ""Ouvert à la CAP"". Cela signifie :"		que seuls les avions équipés d'un conservateur de cap sont autorisés	que l'aérodrome est ouvert à la Circulation Aérienne Publique	que la Course à Pied est autorisée sur la piste de l'aérodrome	que les avions de voltige sont autorisés à évoluer au-dessus de l'aérodrome	1	4.3.		True
0QxutrPK	2021	4.20	85	Un avion de ligne effectue la liaison New York - Paris à la vitesse propre de 900 km/h. Il évolue dans un Jet Stream de 300 km/h orienté d'ouest en est. Quelle est alors sa vitesse-sol ?		600 km/h	900 km/h	1200 km/h	300 km/h	2			
ud0HVuYj	2021	4.21	86	Vous décidez de terminer votre navigation en cheminement, c’est une méthode qui consiste à suivre :		des repères caractéristiques au sol	les chemins	les indications du GPS	la direction indiquée par le VOR	0	4.3.		True
VJIXX7BI	2021	4.22	87	Sur une carte au 1/500 000, une distance mesurée de 10 cm correspond à une distance réelle de :		50 km	5 km	15 km	150 km	0	4.3.		True
Lh6dzAae	2021	5.1	88	Qui a effectué la première boucle à bord de son Blériot XI en 1913 et qui préfigurait l’art de l’acrobatie aérienne ?		Charles Lindbergh	Louis Blériot	Adolphe Pégoud	Roland Garros	2	5.		True
vItwAsc5	2021	5.2	89	Quel raid aérien tire son nom du fondateur de l’Aéropostale ?		Raid Saint-Exupéry	Raid Latécoère	Raid Roland Garros	Raid Lindbergh	1	5.		True
